date,value
2022-01-01,10.496714153011233
2022-01-02,10.277071364264243
2022-01-03,11.477108376439702
2022-01-04,12.764035854737722
2022-01-05,11.414704174850492
2022-01-06,11.81761577680251
2022-01-07,14.027702299582389
2022-01-08,13.605324930223263
2022-01-09,12.749332045219724
2022-01-10,14.132683473000593
2022-01-11,13.487346895649864
2022-01-12,13.83396596220126
2022-01-13,14.877891414066545
2022-01-14,13.04524740281978
2022-01-15,13.541690348245911
2022-01-16,14.997057842724752
2022-01-17,14.823143689126896
2022-01-18,16.41004340993637
2022-01-19,15.430151462647359
2022-01-20,15.150245149066917
2022-01-21,18.23407197943287
2022-01-22,16.729603010386484
2022-01-23,17.19060121035968
2022-01-24,15.846488491969122
2022-01-25,16.855297579481046
2022-01-26,17.619214795741527
2022-01-27,16.446045920704307
2022-01-28,18.041666234139107
2022-01-29,17.114564443352332
2022-01-30,17.453253518016936
2022-01-31,17.15377446086039
2022-02-01,19.59943950949063
2022-02-02,17.706922479350258
2022-02-03,16.61805015172904
2022-02-04,18.436306420986284
2022-02-05,16.314222288008676
2022-02-06,17.649249245093824
2022-02-07,15.370825310355677
2022-02-08,15.878044459235763
2022-02-09,17.265344435760255
2022-02-10,17.656665982799133
2022-02-11,16.92774309853885
2022-02-12,16.468402712899874
2022-02-13,16.1012075060172
2022-02-14,14.733754120358567
2022-02-15,15.295255145697315
2022-02-16,15.35132416586262
2022-02-17,16.6611947678474
2022-02-18,15.73627102823412
2022-02-19,13.415901964981813
2022-02-20,15.28827234982687
2022-02-21,14.36456107657674
2022-02-22,13.859636058560636
2022-02-23,14.937853984277847
2022-02-24,15.150736251941616
2022-02-25,14.849734091615641
2022-02-26,12.884310219537534
2022-02-27,13.226918728203305
2022-02-28,13.688670636722135
2022-03-01,14.16400986601598
2022-03-02,12.551199297871923
2022-03-03,12.698501338245807
2022-03-04,11.644469630636578
2022-03-05,11.435028226416023
2022-03-06,13.338850549162606
2022-03-07,13.793129693953395
2022-03-08,12.291673494619824
2022-03-09,13.310928949484996
2022-03-10,12.63028525223356
2022-03-11,11.602875955044725
2022-03-12,12.607311786875353
2022-03-13,13.800854097156758
2022-03-14,12.263205196278443
2022-03-15,13.919455701500677
2022-03-16,9.810591868065966
2022-03-17,13.347607086825136
2022-03-18,12.727981677939109
2022-03-19,12.4769605236526
2022-03-20,13.022427294645624
2022-03-21,11.117245639385597
2022-03-22,13.078446834237683
2022-03-23,13.867322227346524
2022-03-24,15.218537394080933
2022-03-25,13.470632703030507
2022-03-26,13.445907065749081
2022-03-27,14.03472335781147
2022-03-28,15.749822167466133
2022-03-29,15.476185642527847
2022-03-30,14.944918674094158
2022-03-31,16.328519010098095
2022-04-01,16.265275718586487
2022-04-02,17.50116002296442
2022-04-03,16.205100276673036
2022-04-04,16.96336123400313
2022-04-05,17.290890429238264
2022-04-06,16.61840534577543
2022-04-07,18.782722512003236
2022-04-08,19.156890512111808
2022-04-09,19.313505518726366
2022-04-10,19.488445115767544
2022-04-11,18.723136329645474
2022-04-12,20.132919161578286
2022-04-13,20.624239583519216
2022-04-14,20.57515488865991
2022-04-15,21.622480752814766
2022-04-16,22.588792146316333
2022-04-17,24.465348096909235
2022-04-18,23.140438597224964
2022-04-19,23.601249728217827
2022-04-20,23.637129421864287
2022-04-21,22.149654633118132
2022-04-22,24.386717862037393
2022-04-23,24.805251935413978
2022-04-24,27.52611835736884
2022-04-25,25.173570128738156
2022-04-26,25.954928210263436
2022-04-27,25.889770393557644
2022-04-28,25.00987848917495
2022-04-29,27.557815967920845
2022-04-30,27.385184344984697
2022-05-01,27.623894442345552
2022-05-02,26.10404482345936
2022-05-03,28.57743619896423
2022-05-04,25.91439840622681
2022-05-05,28.024948137827582
2022-05-06,29.730536791546523
2022-05-07,26.63167693106348
2022-05-08,27.118261903342486
2022-05-09,27.826922586804272
2022-05-10,27.24710130267627
2022-05-11,26.204119440397534
2022-05-12,27.808833856970754
2022-05-13,26.645193557402447
2022-05-14,28.13058330422296
2022-05-15,26.6699267424908
2022-05-16,29.05517934373428
2022-05-17,26.622152245002635
2022-05-18,26.968566542447807
2022-05-19,27.975284354727492
2022-05-20,25.788869044906118
2022-05-21,27.092949588538875
2022-05-22,28.00719020253307
2022-05-23,24.91697943420931
2022-05-24,26.524465394720043
2022-05-25,26.407169006395026
2022-05-26,26.72981317296799
2022-05-27,24.506183516910703
2022-05-28,24.21347389372192
2022-05-29,25.843550491828115
2022-05-30,25.40439633438927
2022-05-31,25.143081189189797
2022-06-01,25.02483928328577
2022-06-02,23.78604477161532
2022-06-03,24.48911946937223
2022-06-04,24.345082172108015
2022-06-05,23.138362369827046
2022-06-06,25.52594297495703
2022-06-07,23.94937025214125
2022-06-08,22.108649054546714
2022-06-09,23.791063954699087
2022-06-10,22.005584968432608
2022-06-11,23.625317466384633
2022-06-12,23.867967520353925
2022-06-13,21.773912144309428
2022-06-14,23.458131190527585
2022-06-15,22.823429950211906
2022-06-16,23.16506928640672
2022-06-17,24.1892957115254
2022-06-18,22.014341001832406
2022-06-19,21.49148096417884
2022-06-20,21.35990861358201
2022-06-21,21.456918493317936
2022-06-22,22.238338657640643
2022-06-23,22.71893871862248
2022-06-24,22.736609633593474
2022-06-25,23.38909220500871
2022-06-26,22.696752422858815
2022-06-27,24.27889218912919
2022-06-28,22.721910888507942
2022-06-29,25.887306671287114
2022-06-30,23.992416035467084
2022-07-01,22.727849290177893
2022-07-02,22.750550975144403
2022-07-03,24.557990251980293
2022-07-04,24.123156346744327
2022-07-05,25.348069400572808
2022-07-06,25.41036137968999
2022-07-07,25.182149361870167
2022-07-08,24.739974544444976
2022-07-09,24.416726926896956
2022-07-10,25.841909710302524
2022-07-11,27.51269945682841
2022-07-12,27.248232959737066
2022-07-13,26.175099025589297
2022-07-14,27.98843963634938
2022-07-15,28.601550915248055
2022-07-16,27.738710405917328
2022-07-17,29.186771005899534
2022-07-18,29.50464423410235
2022-07-19,28.718522630473487
2022-07-20,30.634755111205592
2022-07-21,31.252392464284327
2022-07-22,32.18721600324334
2022-07-23,32.56719981709623
2022-07-24,30.540410338135352
2022-07-25,31.379176377714455
2022-07-26,33.224011886607755
2022-07-27,33.60663258036182
2022-07-28,33.982532653874514
2022-07-29,37.68453332141627
2022-07-30,34.755638933708425
2022-07-31,35.6608867623194
2022-08-01,35.806567230625035
2022-08-02,35.81697120154173
2022-08-03,35.14825035396365
2022-08-04,36.504568551850994
2022-08-05,35.23827186415827
2022-08-06,36.02253804392057
2022-08-07,36.00442679633612
2022-08-08,36.78375541731113
2022-08-09,39.20984401268702
2022-08-10,35.20206828929813
2022-08-11,37.91029231625604
2022-08-12,35.74634951910941
2022-08-13,37.00236355176065
2022-08-14,38.65861362481166
2022-08-15,37.7094679734088
2022-08-16,36.623223986682305
2022-08-17,37.02187876004923
2022-08-18,38.43368156756774
2022-08-19,37.02163765863302
2022-08-20,37.94780936239605
2022-08-21,37.738175788310855
2022-08-22,36.98471603619403
2022-08-23,39.70705442394276
2022-08-24,38.10759429554961
2022-08-25,35.3436225628457
2022-08-26,37.435649710126825
2022-08-27,36.45405322032199
2022-08-28,37.822059799079014
2022-08-29,36.019014522673686
2022-08-30,36.52785635321454
2022-08-31,36.968856174925946
2022-09-01,37.14222745140996
2022-09-02,34.8812496204448
2022-09-03,35.5457620347134
2022-09-04,35.198876993402074
2022-09-05,34.8101127085597
2022-09-06,37.01581088328805
2022-09-07,35.440793330528884
2022-09-08,33.56017392532041
2022-09-09,35.525209208389114
2022-09-10,36.51808365538416
2022-09-11,35.22050232372875
2022-09-12,32.46553067995398
2022-09-13,33.30348981640776
2022-09-14,34.86459994758014
2022-09-15,32.70827953909311
2022-09-16,33.68744461079736
2022-09-17,33.85643465062562
2022-09-18,32.00458632853079
2022-09-19,32.734244135804005
2022-09-20,29.428237225695476
2022-09-21,31.535226708576648
2022-09-22,32.21236591062714
2022-09-23,31.13845530915205
2022-09-24,33.956650223246704
2022-09-25,30.84943891795118
2022-09-26,31.812794188321334
2022-09-27,32.37525950419631
2022-09-28,33.696326021255906
2022-09-29,30.848934715549422
2022-09-30,33.49719553636153
2022-10-01,32.41319356289297
2022-10-02,31.510199142920396
2022-10-03,33.06242317025704
2022-10-04,32.92782301739089
2022-10-05,32.27671011716945
2022-10-06,33.114422774116996
2022-10-07,32.84626319262692
2022-10-08,33.55096849484904
2022-10-09,34.323955136352474
2022-10-10,35.49022073880426
2022-10-11,32.92620969171183
2022-10-12,36.57368800269054
2022-10-13,32.781304019718554
2022-10-14,34.889687257486834
2022-10-15,35.95238806398405
2022-10-16,35.981296151963505
2022-10-17,35.42653589171707
2022-10-18,36.20175432022808
2022-10-19,36.28819263418649
2022-10-20,36.57274504198542
2022-10-21,38.401112612946015
2022-10-22,38.30526275221335
2022-10-23,37.658232855165515
2022-10-24,39.658593877103556
2022-10-25,39.4778796825376
2022-10-26,40.39752645340352
2022-10-27,40.629628841923605
